Label1,Lable2,x,y,event,nflId,displayName,jerseyNumber,team,frame.id,gameId_x,playId,quarter,GameClock,down,yardsToGo,possessionTeam,yardlineSide,yardlineNumber,isSTPlay,PassLength,PassResult,YardsAfterCatch,PlayResult,playDescription,PositionAbbr,snap_x,snap_y
Go,Post,80.92,19.1,,2530515.0,Chris Hogan,15.0,home,25,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,80.34,19.03,,2530515.0,Chris Hogan,15.0,home,26,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,79.72,18.97,,2530515.0,Chris Hogan,15.0,home,27,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,79.05,18.92,,2530515.0,Chris Hogan,15.0,home,28,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,78.36,18.87,,2530515.0,Chris Hogan,15.0,home,29,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,77.65,18.82,,2530515.0,Chris Hogan,15.0,home,30,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,76.92,18.78,,2530515.0,Chris Hogan,15.0,home,31,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,76.17,18.75,,2530515.0,Chris Hogan,15.0,home,32,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,75.4,18.75,,2530515.0,Chris Hogan,15.0,home,33,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,74.61,18.77,,2530515.0,Chris Hogan,15.0,home,34,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,73.82,18.81,,2530515.0,Chris Hogan,15.0,home,35,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,73.01,18.88,,2530515.0,Chris Hogan,15.0,home,36,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,72.2,19.0,,2530515.0,Chris Hogan,15.0,home,37,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,71.38,19.16,,2530515.0,Chris Hogan,15.0,home,38,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,70.55,19.35,,2530515.0,Chris Hogan,15.0,home,39,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,69.71,19.56,,2530515.0,Chris Hogan,15.0,home,40,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,68.87,19.83,,2530515.0,Chris Hogan,15.0,home,41,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,68.03,20.15,,2530515.0,Chris Hogan,15.0,home,42,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,67.19,20.47,,2530515.0,Chris Hogan,15.0,home,43,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,66.35,20.81,,2530515.0,Chris Hogan,15.0,home,44,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,65.53,21.19,,2530515.0,Chris Hogan,15.0,home,45,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,64.73,21.59,,2530515.0,Chris Hogan,15.0,home,46,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,63.92,22.01,,2530515.0,Chris Hogan,15.0,home,47,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,63.12,22.44,,2530515.0,Chris Hogan,15.0,home,48,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,62.32,22.87,pass_forward,2530515.0,Chris Hogan,15.0,home,49,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,61.55,23.31,,2530515.0,Chris Hogan,15.0,home,50,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,60.79,23.76,,2530515.0,Chris Hogan,15.0,home,51,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,60.04,24.2,,2530515.0,Chris Hogan,15.0,home,52,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,59.32,24.66,,2530515.0,Chris Hogan,15.0,home,53,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,58.61,25.11,,2530515.0,Chris Hogan,15.0,home,54,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,57.93,25.56,,2530515.0,Chris Hogan,15.0,home,55,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,57.26,26.01,,2530515.0,Chris Hogan,15.0,home,56,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,56.62,26.47,,2530515.0,Chris Hogan,15.0,home,57,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,56.0,26.93,,2530515.0,Chris Hogan,15.0,home,58,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,55.39,27.38,,2530515.0,Chris Hogan,15.0,home,59,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,54.8,27.83,,2530515.0,Chris Hogan,15.0,home,60,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,54.25,28.26,,2530515.0,Chris Hogan,15.0,home,61,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,53.72,28.7,,2530515.0,Chris Hogan,15.0,home,62,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,53.2,29.13,,2530515.0,Chris Hogan,15.0,home,63,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,52.7,29.54,,2530515.0,Chris Hogan,15.0,home,64,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,52.22,29.93,,2530515.0,Chris Hogan,15.0,home,65,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,51.74,30.32,,2530515.0,Chris Hogan,15.0,home,66,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,51.27,30.69,,2530515.0,Chris Hogan,15.0,home,67,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,50.81,31.04,,2530515.0,Chris Hogan,15.0,home,68,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,50.37,31.36,,2530515.0,Chris Hogan,15.0,home,69,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Post,49.93,31.65,pass_arrived,2530515.0,Chris Hogan,15.0,home,70,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,84.08,9.46,ball_snap,2543498.0,Brandin Cooks,14.0,home,15,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,84.07,9.46,,2543498.0,Brandin Cooks,14.0,home,16,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,84.07,9.46,,2543498.0,Brandin Cooks,14.0,home,17,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,84.06,9.45,,2543498.0,Brandin Cooks,14.0,home,18,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,84.05,9.45,,2543498.0,Brandin Cooks,14.0,home,19,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,84.03,9.45,,2543498.0,Brandin Cooks,14.0,home,20,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,83.87,9.41,,2543498.0,Brandin Cooks,14.0,home,21,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,83.46,9.3,,2543498.0,Brandin Cooks,14.0,home,22,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,82.92,9.16,,2543498.0,Brandin Cooks,14.0,home,23,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,82.39,9.02,,2543498.0,Brandin Cooks,14.0,home,24,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,81.93,8.91,,2543498.0,Brandin Cooks,14.0,home,25,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,81.48,8.83,,2543498.0,Brandin Cooks,14.0,home,26,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,81.04,8.78,,2543498.0,Brandin Cooks,14.0,home,27,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,80.55,8.72,,2543498.0,Brandin Cooks,14.0,home,28,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,80.06,8.67,,2543498.0,Brandin Cooks,14.0,home,29,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,79.53,8.66,,2543498.0,Brandin Cooks,14.0,home,30,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,78.99,8.68,,2543498.0,Brandin Cooks,14.0,home,31,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,78.43,8.73,,2543498.0,Brandin Cooks,14.0,home,32,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,77.84,8.83,,2543498.0,Brandin Cooks,14.0,home,33,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,77.24,8.94,,2543498.0,Brandin Cooks,14.0,home,34,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,76.63,9.07,,2543498.0,Brandin Cooks,14.0,home,35,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,75.99,9.22,,2543498.0,Brandin Cooks,14.0,home,36,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,75.33,9.39,,2543498.0,Brandin Cooks,14.0,home,37,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,74.67,9.56,,2543498.0,Brandin Cooks,14.0,home,38,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
Go,Go,73.98,9.74,,2543498.0,Brandin Cooks,14.0,home,39,2017090700,68,1,14:55:00,1,10,NE,NE,27.0,FALSE,27.0,I,,0,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",WR,82.87,29.8
